metric;critical;variable;unit;model;scenario;region;period;min_red;min_yel;max_yel;max_red;ref_model;ref_scenario;ref_period;source.link.to.discussion
relative;yes;Final Energy;EJ/yr;NA;NA;NA;2010-2020;-0.3;-0.2;0.2;0.3;range(IEA-EB-directSum, IEA-EB-directSum_smoothed);historical;NA;NA
relative;yes;Final Energy;EJ/yr;NA;NA;World;2010-2020;-0.2;-0.1;0.1;0.2;range(IEA-EB-directSum, IEA-EB-directSum_smoothed);historical;NA;NA
relative;yes;Primary Energy|Coal;EJ/yr;NA;NA;NA;2010-2020;-0.3;-0.2;0.2;0.3;range(BP, IEA-EB-directSum, BP_smoothed, IEA-EB-directSum_smoothed);historical;NA;NA
relative;yes;Primary Energy|Coal;EJ/yr;NA;NA;World;2010-2020;-0.2;-0.1;0.1;0.2;range(BP, IEA-EB-directSum, BP_smoothed, IEA-EB-directSum_smoothed);historical;NA;NA
relative;yes;Primary Energy|Oil;EJ/yr;NA;NA;NA;2010-2020;-0.3;-0.2;0.2;0.3;range(BP, IEA-EB-directSum, BP_smoothed, IEA-EB-directSum_smoothed);historical;NA;NA
relative;yes;Primary Energy|Oil;EJ/yr;NA;NA;World;2010-2020;-0.2;-0.1;0.1;0.2;range(BP, IEA-EB-directSum, BP_smoothed, IEA-EB-directSum_smoothed);historical;NA;NA
relative;yes;Primary Energy|Gas;EJ/yr;NA;NA;NA;2010-2020;-0.3;-0.2;0.2;0.3;range(BP, IEA-EB-directSum, BP_smoothed, IEA-EB-directSum_smoothed);historical;NA;NA
relative;yes;Primary Energy|Gas;EJ/yr;NA;NA;World;2010-2020;-0.2;-0.1;0.1;0.2;range(BP, IEA-EB-directSum, BP_smoothed, IEA-EB-directSum_smoothed);historical;NA;NA
relative;yes;Capacity|Electricity|Nuclear;GW;NA;NA;NA;2010-2020;-0.3;-0.2;0.2;0.3;range(Ember, Ember_smoothed);historical;NA;NA
relative;yes;Capacity|Electricity|Nuclear;GW;NA;NA;World;2010-2020;-0.2;-0.1;0.1;0.2;range(Ember, Ember_smoothed);historical;NA;NA
relative;yes;Capacity|Electricity|Hydro;GW;NA;NA;NA;2010-2020;-0.3;-0.2;0.2;0.3;range(IRENA, Ember, IRENA_smoothed, Ember_smoothed);historical;NA;NA
relative;yes;Capacity|Electricity|Hydro;GW;NA;NA;World;2010-2020;-0.2;-0.1;0.1;0.2;range(IRENA, Ember, IRENA_smoothed, Ember_smoothed);historical;NA;NA
relative;yes;Capacity|Electricity|Solar;GW;NA;NA;NA;2010-2020;-0.3;-0.2;0.2;0.3;range(IRENA, Ember, IRENA_smoothed, Ember_smoothed);historical;NA;NA
relative;yes;Capacity|Electricity|Solar;GW;NA;NA;World;2010-2020;-0.2;-0.1;0.1;0.2;range(IRENA, Ember, IRENA_smoothed, Ember_smoothed);historical;NA;NA
relative;yes;Capacity|Electricity|Wind|Onshore;GW;NA;NA;NA;2010-2020;-0.3;-0.2;0.2;0.3;range(IRENA, Ember, IRENA_smoothed, Ember_smoothed);historical;NA;NA
relative;yes;Capacity|Electricity|Wind|Onshore;GW;NA;NA;World;2010-2020;-0.2;-0.1;0.1;0.2;range(IRENA, Ember, IRENA_smoothed, Ember_smoothed);historical;NA;NA
relative;yes;Emissions|CO2|Energy and Industrial Processes;Mt CO2/yr;NA;NA;NA;2010-2020;-0.3;-0.2;0.2;0.3;range(CEDS, CEDS_smoothed);historical;NA;NA
relative;yes;Emissions|CO2|Energy and Industrial Processes;Mt CO2/yr;NA;NA;World;2010-2020;-0.2;-0.1;0.1;0.2;range(CEDS, CEDS_smoothed);historical;NA;NA
relative;yes;Emissions|CH4|Waste;Mt CH4/yr;NA;NA;NA;2010-2020;-0.3;-0.2;0.2;0.3;range(CEDS, CEDS_smoothed);historical;NA;NA
relative;yes;Emissions|CH4|Waste;Mt CH4/yr;NA;NA;World;2010-2020;-0.2;-0.1;0.1;0.2;range(CEDS, CEDS_smoothed);historical;NA;NA
absolute;yes;Capacity|Electricity|Solar;GW;NA;NA;World;2025;1609;2083;3152;3896;NA;NA;NA;NA
absolute;yes;Capacity|Electricity|Solar;GW;NA;NA;World;2030;2683;4350;8164;10896;NA;NA;NA;NA
absolute;yes;Capacity|Electricity|Wind|Onshore;GW;NA;NA;World;2025;930;1066;1365;1560;NA;NA;NA;NA
absolute;yes;Capacity|Electricity|Wind|Onshore;GW;NA;NA;World;2030;1155;1542;2417;3029;NA;NA;NA;NA
relative;yes;Emissions|CO2|Energy and Industrial Processes;Mt CO2/yr;NA;SSP1 - Very Low with Limited Overshoot, SSP1 - Very Low after High Overshoot, SSP1 - Low Emissions, SSP1 - Medium-Low Emissions, SSP1 - Very Low with Limited Overshoot_a, SSP1 - Very Low with Limited Overshoot_c;NA;2030;-0.2;-0.1;0.1;0.2;NA;SSP1 - Medium Emissions;NA;NA
relative;yes;Emissions|CO2|Energy and Industrial Processes;Mt CO2/yr;NA;SSP2 - Low Emissions, SSP2 - Very Low after High Overshoot, SSP2 - Medium-Low Emissions, SSP2 - Very Low with Limited Overshoot, SSP2 - High Emissions, SSP2 - Low Emissions_c, SSP2 - Low Emissions_d, SSP2 - Very Low after High Overshoot_b, SSP2 - Very Low after High Overshoot_c, SSP2 - Very Low after High Overshoot_d, SSP2 - Very Low with Limited Overshoot_a, SSP2 - Very Low with Limited Overshoot_c;NA;2030;-0.2;-0.1;0.1;0.2;NA;SSP2 - Medium Emissions;NA;NA
relative;yes;Emissions|CO2|Energy and Industrial Processes;Mt CO2/yr;NA;SSP3 - High Emissions, SSP3 - High Emissions_a;NA;2030;-0.2;-0.1;0.1;0.2;NA;SSP3 - Medium Emissions;NA;NA
relative;yes;Emissions|CO2|Energy and Industrial Processes;Mt CO2/yr;NA;SSP4 - Very Low after High Overshoot;NA;2030;-0.2;-0.1;0.1;0.2;NA;SSP4 - Medium Emissions;NA;NA
relative;yes;Emissions|CO2|Energy and Industrial Processes;Mt CO2/yr;NA;SSP5 - High Emissions, SSP5 - High Emissions_a, SSP5 - Very Low after High Overshoot;NA;2030;-0.2;-0.1;0.1;0.2;NA;SSP5 - Medium Emissions;NA;NA
absolute;yes;Capacity|Electricity|Nuclear;GW;NA;NA;World;2050;NA;NA;NA;991;NA;NA;NA;IAEA high case
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;NA;NA;World;2035;NA;NA;NA;1300;NA;NA;NA;Kazlou et al. (https://www.nature.com/articles/s41558-024-02104-0)
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;NA;NA;World;2040;NA;NA;NA;4300;NA;NA;NA;Kazlou et al. (https://www.nature.com/articles/s41558-024-02104-0)
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;NA;NA;World;2050;NA;NA;NA;8600;NA;NA;NA;Grant et al.
absolute;yes;Primary Energy|Biomass;EJ/yr;NA;NA;World;2030-2100;NA;NA;100;300;NA;NA;NA;Creutzig et al. 2015: https://onlinelibrary.wiley.com/doi/10.1111/gcbb.12205
absolute;yes;Capacity|Electricity|Hydro;GW;NA;NA;World;2030;1051.2;1265.78;1727.775;2278.98;NA;NA;NA;NA
absolute;yes;Capacity|Electricity|Hydro;GW;NA;NA;Brazil;2030;NA;66.12;206.304;NA;NA;NA;NA;NA
absolute;yes;Capacity|Electricity|Hydro;GW;NA;NA;Canada;2030;NA;48.72;157.85;NA;NA;NA;NA;NA
absolute;yes;Capacity|Electricity|Hydro;GW;NA;NA;Central America;2030;NA;1.98;6.916;NA;NA;NA;NA;NA
absolute;yes;Capacity|Electricity|Hydro;GW;NA;NA;Central Asia;2030;NA;3.12;14.378;NA;NA;NA;NA;NA
absolute;yes;Capacity|Electricity|Hydro;GW;NA;NA;Central Europe;2030;NA;8.82;39.088;NA;NA;NA;NA;NA
absolute;yes;Capacity|Electricity|Hydro;GW;NA;NA;China Region;2030;NA;201.24;832.118;NA;NA;NA;NA;NA
absolute;yes;Capacity|Electricity|Hydro;GW;NA;NA;Eastern Africa;2030;NA;2.94;25.116;NA;NA;NA;NA;NA
absolute;yes;Capacity|Electricity|Hydro;GW;NA;NA;India;2030;NA;27.06;149.562;NA;NA;NA;NA;NA
absolute;yes;Capacity|Electricity|Hydro;GW;NA;NA;Indonesia Region;2030;NA;3.6;28.504;NA;NA;NA;NA;NA
absolute;yes;Capacity|Electricity|Hydro;GW;NA;NA;Japan;2030;NA;13.44;80.682;NA;NA;NA;NA;NA
absolute;yes;Capacity|Electricity|Hydro;GW;NA;NA;Korea Region;2030;NA;1.02;9.814;NA;NA;NA;NA;NA
absolute;yes;Capacity|Electricity|Hydro;GW;NA;NA;Mexico;2030;NA;7.62;25.116;NA;NA;NA;NA;NA
absolute;yes;Capacity|Electricity|Hydro;GW;NA;NA;Middle East;2030;NA;6.849;31.7576;NA;NA;NA;NA;NA
absolute;yes;Capacity|Electricity|Hydro;GW;NA;NA;Northern Africa;2030;NA;2.52;11.158;NA;NA;NA;NA;NA
absolute;yes;Capacity|Electricity|Hydro;GW;NA;NA;Oceania;2030;NA;3.78;21.14;NA;NA;NA;NA;NA
absolute;yes;Capacity|Electricity|Hydro;GW;NA;NA;Rest of South America;2030;NA;35.22;137.956;NA;NA;NA;NA;NA
absolute;yes;Capacity|Electricity|Hydro;GW;NA;NA;Rest of South Asia;2030;NA;7.74;56.602;NA;NA;NA;NA;NA
absolute;yes;Capacity|Electricity|Hydro;GW;NA;NA;Rest of Southern Africa;2030;NA;6.18;32.578;NA;NA;NA;NA;NA
absolute;yes;Capacity|Electricity|Hydro;GW;NA;NA;Russia Region;2030;NA;31.68;109.732;NA;NA;NA;NA;NA
absolute;yes;Capacity|Electricity|Hydro;GW;NA;NA;South Africa;2030;NA;0.42;5.334;NA;NA;NA;NA;NA
absolute;yes;Capacity|Electricity|Hydro;GW;NA;NA;Southeastern Asia;2030;NA;20.52;94.682;NA;NA;NA;NA;NA
absolute;yes;Capacity|Electricity|Hydro;GW;NA;NA;Turkey;2030;NA;18.6;76.188;NA;NA;NA;NA;NA
absolute;yes;Capacity|Electricity|Hydro;GW;NA;NA;Ukraine Region;2030;NA;2.94;11.8356;NA;NA;NA;NA;NA
absolute;yes;Capacity|Electricity|Hydro;GW;NA;NA;United States;2030;NA;48.84;187.67;NA;NA;NA;NA;NA
absolute;yes;Capacity|Electricity|Hydro;GW;NA;NA;Western Africa;2030;NA;3.24;22.204;NA;NA;NA;NA;NA
absolute;yes;Capacity|Electricity|Hydro;GW;NA;NA;Western Europe;2030;NA;78.744;320.8128;NA;NA;NA;NA;NA
absolute;yes;Capacity|Electricity|Nuclear;GW;NA;NA;World;2030;270.9;321.69375;464.2617;507.1;NA;NA;NA;NA
absolute;yes;Capacity|Electricity|Nuclear;GW;NA;NA;Brazil;2030;NA;0.9024;4.508;NA;NA;NA;NA;NA
absolute;yes;Capacity|Electricity|Nuclear;GW;NA;NA;Canada;2030;NA;6.1008;17.794;NA;NA;NA;NA;NA
absolute;yes;Capacity|Electricity|Nuclear;GW;NA;NA;Central America;2030;NA;0;0;NA;NA;NA;NA;NA
absolute;yes;Capacity|Electricity|Nuclear;GW;NA;NA;Central Asia;2030;NA;0;0;NA;NA;NA;NA;NA
absolute;yes;Capacity|Electricity|Nuclear;GW;NA;NA;Central Europe;2030;NA;5.8512;17.682;NA;NA;NA;NA;NA
absolute;yes;Capacity|Electricity|Nuclear;GW;NA;NA;China Region;2030;NA;26.5536;120.638;NA;NA;NA;NA;NA
absolute;yes;Capacity|Electricity|Nuclear;GW;NA;NA;Eastern Africa;2030;NA;0;0;NA;NA;NA;NA;NA
absolute;yes;Capacity|Electricity|Nuclear;GW;NA;NA;India;2030;NA;3.624;17.248;NA;NA;NA;NA;NA
absolute;yes;Capacity|Electricity|Nuclear;GW;NA;NA;Indonesia Region;2030;NA;0;0;NA;NA;NA;NA;NA
absolute;yes;Capacity|Electricity|Nuclear;GW;NA;NA;Japan;2030;NA;6.0624;45.36;NA;NA;NA;NA;NA
absolute;yes;Capacity|Electricity|Nuclear;GW;NA;NA;Korea Region;2030;NA;12.2928;39.606;NA;NA;NA;NA;NA
absolute;yes;Capacity|Electricity|Nuclear;GW;NA;NA;Mexico;2030;NA;0.744;2.17;NA;NA;NA;NA;NA
absolute;yes;Capacity|Electricity|Nuclear;GW;NA;NA;Middle East;2030;NA;3.0096;10.136;NA;NA;NA;NA;NA
absolute;yes;Capacity|Electricity|Nuclear;GW;NA;NA;Northern Africa;2030;NA;0;6.16;NA;NA;NA;NA;NA
absolute;yes;Capacity|Electricity|Nuclear;GW;NA;NA;Oceania;2030;NA;0;0;NA;NA;NA;NA;NA
absolute;yes;Capacity|Electricity|Nuclear;GW;NA;NA;Rest of South America;2030;NA;0.7872;2.331;NA;NA;NA;NA;NA
absolute;yes;Capacity|Electricity|Nuclear;GW;NA;NA;Rest of South Asia;2030;NA;1.5648;9.156;NA;NA;NA;NA;NA
absolute;yes;Capacity|Electricity|Nuclear;GW;NA;NA;Rest of Southern Africa;2030;NA;0;0;NA;NA;NA;NA;NA
absolute;yes;Capacity|Electricity|Nuclear;GW;NA;NA;Russia Region;2030;NA;13.0656;43.498;NA;NA;NA;NA;NA
absolute;yes;Capacity|Electricity|Nuclear;GW;NA;NA;South Africa;2030;NA;0.888;2.59;NA;NA;NA;NA;NA
absolute;yes;Capacity|Electricity|Nuclear;GW;NA;NA;Southeastern Asia;2030;NA;0;0;NA;NA;NA;NA;NA
absolute;yes;Capacity|Electricity|Nuclear;GW;NA;NA;Turkey;2030;NA;0;6.244;NA;NA;NA;NA;NA
absolute;yes;Capacity|Electricity|Nuclear;GW;NA;NA;Ukraine Region;2030;NA;7.3584;24.36;NA;NA;NA;NA;NA
absolute;yes;Capacity|Electricity|Nuclear;GW;NA;NA;United States;2030;NA;46.536;135.73;NA;NA;NA;NA;NA
absolute;yes;Capacity|Electricity|Nuclear;GW;NA;NA;Western Africa;2030;NA;0;0;NA;NA;NA;NA;NA
absolute;yes;Capacity|Electricity|Nuclear;GW;NA;NA;Western Europe;2030;NA;45.2592;136.57;NA;NA;NA;NA;NA
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;NA;NA;World;2025;39.7422;50.62835;74.1363;79.4266;NA;NA;NA;NA
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;NA;NA;Brazil;2025;NA;5.724;17.64;NA;NA;NA;NA;NA
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;NA;NA;Canada;2025;NA;3.1566;17.983;NA;NA;NA;NA;NA
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;NA;NA;Central America;2025;NA;0;0;NA;NA;NA;NA;NA
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;NA;NA;Central Asia;2025;NA;0;0;NA;NA;NA;NA;NA
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;NA;NA;Central Europe;2025;NA;0.096;0.4354;NA;NA;NA;NA;NA
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;NA;NA;China Region;2025;NA;1.944;7;NA;NA;NA;NA;NA
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;NA;NA;Eastern Africa;2025;NA;0;0.0014;NA;NA;NA;NA;NA
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;NA;NA;India;2025;NA;0;0;NA;NA;NA;NA;NA
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;NA;NA;Indonesia Region;2025;NA;0;0;NA;NA;NA;NA;NA
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;NA;NA;Japan;2025;NA;0;0;NA;NA;NA;NA;NA
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;NA;NA;Korea Region;2025;NA;0;0;NA;NA;NA;NA;NA
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;NA;NA;Mexico;2025;NA;0;0;NA;NA;NA;NA;NA
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;NA;NA;Middle East;2025;NA;1.998;11.2;NA;NA;NA;NA;NA
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;NA;NA;Northern Africa;2025;NA;0;0;NA;NA;NA;NA;NA
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;NA;NA;Oceania;2025;NA;1.782;4.62;NA;NA;NA;NA;NA
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;NA;NA;Rest of South America;2025;NA;0;0;NA;NA;NA;NA;NA
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;NA;NA;Rest of South Asia;2025;NA;0;0;NA;NA;NA;NA;NA
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;NA;NA;Rest of Southern Africa;2025;NA;0;0;NA;NA;NA;NA;NA
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;NA;NA;Russia Region;2025;NA;0;0;NA;NA;NA;NA;NA
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;NA;NA;South Africa;2025;NA;0;0;NA;NA;NA;NA;NA
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;NA;NA;Southeastern Asia;2025;NA;0;4.62;NA;NA;NA;NA;NA
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;NA;NA;Turkey;2025;NA;0;0;NA;NA;NA;NA;NA
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;NA;NA;Ukraine Region;2025;NA;0;0;NA;NA;NA;NA;NA
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;NA;NA;United States;2025;NA;10.881;33.264;NA;NA;NA;NA;NA
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;NA;NA;Western Africa;2025;NA;0;0;NA;NA;NA;NA;NA
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;NA;NA;Western Europe;2025;NA;0.9138;4.3246;NA;NA;NA;NA;NA
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;NA;NA;World;2030;44.1585;70.7332;182.03745;514.1994;NA;NA;NA;NA
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;NA;NA;Brazil;2030;NA;6.36;28.84;NA;NA;NA;NA;NA
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;NA;NA;Canada;2030;NA;3.507;95.1328;NA;NA;NA;NA;NA
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;NA;NA;Central America;2030;NA;0;0;NA;NA;NA;NA;NA
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;NA;NA;Central Asia;2030;NA;0;0;NA;NA;NA;NA;NA
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;NA;NA;Central Europe;2030;NA;0.1068;15.1928;NA;NA;NA;NA;NA
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;NA;NA;China Region;2030;NA;2.16;21.7;NA;NA;NA;NA;NA
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;NA;NA;Eastern Africa;2030;NA;0;1.4014;NA;NA;NA;NA;NA
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;NA;NA;India;2030;NA;0;0;NA;NA;NA;NA;NA
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;NA;NA;Indonesia Region;2030;NA;0;11.4128;NA;NA;NA;NA;NA
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;NA;NA;Japan;2030;NA;0;2.3716;NA;NA;NA;NA;NA
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;NA;NA;Korea Region;2030;NA;0;4.48;NA;NA;NA;NA;NA
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;NA;NA;Mexico;2030;NA;0;0;NA;NA;NA;NA;NA
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;NA;NA;Middle East;2030;NA;2.22;30.1;NA;NA;NA;NA;NA
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;NA;NA;Northern Africa;2030;NA;0;0;NA;NA;NA;NA;NA
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;NA;NA;Oceania;2030;NA;1.98;20.4232;NA;NA;NA;NA;NA
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;NA;NA;Rest of South America;2030;NA;0;0;NA;NA;NA;NA;NA
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;NA;NA;Rest of South Asia;2030;NA;0;0;NA;NA;NA;NA;NA
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;NA;NA;Rest of Southern Africa;2030;NA;0;0;NA;NA;NA;NA;NA
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;NA;NA;Russia Region;2030;NA;0;0;NA;NA;NA;NA;NA
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;NA;NA;South Africa;2030;NA;0;0;NA;NA;NA;NA;NA
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;NA;NA;Southeastern Asia;2030;NA;0;5.0484;NA;NA;NA;NA;NA
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;NA;NA;Turkey;2030;NA;0;0;NA;NA;NA;NA;NA
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;NA;NA;Ukraine Region;2030;NA;0;0;NA;NA;NA;NA;NA
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;NA;NA;United States;2030;NA;12.09;309.7066;NA;NA;NA;NA;NA
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;NA;NA;Western Africa;2030;NA;0;0;NA;NA;NA;NA;NA
absolute;yes;Carbon Capture|Geological Storage;Mt CO2/yr;NA;NA;Western Europe;2030;NA;1.0152;108.626;NA;NA;NA;NA;NA
